hoso_1,m5a1ct,m5a1c4,m5a1c5,m5a2ct,m5a2c11,m5a2c12,m5b1c7,m5b2ct,m5b2c4,m5b2c5,m5b3ct,m5b4c
9,615.0,0.0,0.0,5334.0,0.0,0.0,0.0,1828.0,0.0,0,1218,0
10,700.0,0.0,0.0,7686.0,0.0,0.0,0.0,1997.0,0.0,0,1711,10000
11,764.0,0.0,0.0,7970.0,0.0,0.0,0.0,2869.0,0.0,0,1366,3400
12,723.0,0.0,0.0,9094.0,0.0,0.0,0.0,3538.0,0.0,0,1285,0
13,632.0,0.0,0.0,5025.0,0.0,0.0,0.0,2059.0,0.0,0,1000,0
14,1234.0,0.0,0.0,6274.0,0.0,0.0,0.0,4520.0,0.0,0,960,0
15,1110.0,0.0,0.0,3338.0,0.0,0.0,0.0,3530.0,0.0,0,820,0
1,1126.0,0.0,0.0,11515.0,0.0,0.0,0.0,3525.0,0.0,0,1230,6500
2,1438.0,0.0,0.0,12755.0,0.0,0.0,0.0,4150.0,0.0,0,1350,15000
3,1263.0,0.0,0.0,19191.0,0.0,0.0,0.0,5124.0,0.0,0,1990,6800
4,464.0,0.0,0.0,6817.0,0.0,0.0,0.0,841.0,0.0,0,550,0
5,1161.0,0.0,0.0,18292.0,0.0,0.0,0.0,7106.0,0.0,0,2240,900
6,914.0,0.0,0.0,11809.0,0.0,0.0,0.0,1585.0,0.0,0,650,4290
7,1981.0,0.0,0.0,15876.0,0.0,0.0,0.0,5460.0,0.0,0,1426,10000
8,1690.0,0.0,0.0,16594.0,0.0,0.0,0.0,3250.0,0.0,0,1266,15000
9,1045.0,0.0,0.0,17749.0,0.0,0.0,0.0,4810.0,0.0,0,1086,10000
10,1852.0,0.0,0.0,36251.0,0.0,0.0,0.0,7655.0,0.0,0,2390,38000
11,481.0,0.0,0.0,6214.0,0.0,0.0,0.0,590.0,0.0,0,430,0
12,877.0,0.0,0.0,7564.0,0.0,0.0,0.0,937.0,0.0,0,490,7000
13,1706.0,1706.0,0.0,20895.0,20895.0,0.0,0.0,2665.0,2665.0,0,1390,4000
14,943.0,923.0,20.0,14912.0,13820.0,1092.0,0.0,3367.0,3367.0,0,1850,0
15,591.0,591.0,0.0,4949.0,4949.0,0.0,0.0,545.0,545.0,0,300,420
101,1364.0,0.0,0.0,9540.0,0.0,0.0,0.0,3690.0,0.0,0,1670,0
102,1518.0,0.0,0.0,10656.0,0.0,0.0,0.0,4750.0,0.0,0,930,0
103,472.0,0.0,0.0,6519.0,0.0,0.0,0.0,374.0,0.0,0,230,0
13,1079.0,1029.0,50.0,13868.0,6350.0,7518.0,267.0,1843.0,1843.0,0,958,2900
14,845.0,695.0,150.0,9047.0,4254.0,4793.0,405.0,627.0,627.0,0,882,2100
15,1005.0,1005.0,0.0,12293.0,7111.0,5182.0,630.0,2016.0,2016.0,0,1122,5300
1,1048.0,0.0,0.0,11875.0,0.0,0.0,0.0,1026.0,0.0,0,690,0
2,866.0,0.0,0.0,9616.0,0.0,0.0,0.0,1958.0,0.0,0,895,8100
3,1059.0,0.0,0.0,4468.0,0.0,0.0,0.0,2090.0,0.0,0,840,0
4,1113.0,0.0,0.0,5195.0,0.0,0.0,0.0,2470.0,0.0,0,800,770
5,1156.0,0.0,0.0,4603.0,0.0,0.0,0.0,2920.0,0.0,0,810,0
6,797.0,0.0,0.0,6241.0,0.0,0.0,0.0,1476.0,0.0,0,1075,2600
8,852.0,0.0,0.0,10713.0,0.0,0.0,0.0,3504.0,0.0,0,930,18000
7,704.0,0.0,0.0,5500.0,0.0,0.0,0.0,885.0,0.0,0,600,11150
9,1205.0,0.0,0.0,10423.0,0.0,0.0,0.0,1622.0,0.0,0,683,7000
10,910.0,0.0,0.0,6032.0,0.0,0.0,0.0,1079.0,0.0,0,585,0
11,1205.0,0.0,0.0,10711.0,0.0,0.0,0.0,2809.0,0.0,0,1200,1500
12,760.0,0.0,0.0,5823.0,0.0,0.0,0.0,1202.0,0.0,0,520,0
101,635.0,0.0,0.0,5960.0,0.0,0.0,0.0,1795.0,0.0,0,690,0
102,932.0,0.0,0.0,5692.0,0.0,0.0,0.0,2365.0,0.0,0,720,0
103,696.0,0.0,0.0,3980.0,0.0,0.0,0.0,1814.0,0.0,0,720,0
1,707.0,0.0,0.0,6822.0,0.0,0.0,0.0,933.0,0.0,0,1080,0
2,426.0,0.0,0.0,4376.0,0.0,0.0,0.0,530.0,0.0,0,410,0
3,1578.0,0.0,0.0,30702.0,0.0,0.0,0.0,11076.0,0.0,0,4068,12000
4,504.0,0.0,0.0,7305.0,0.0,0.0,0.0,1802.0,0.0,0,880,0
5,1052.0,0.0,0.0,8812.0,0.0,0.0,0.0,2026.0,0.0,0,1150,4070
6,620.0,0.0,0.0,4158.0,0.0,0.0,0.0,1147.0,0.0,0,880,1200
8,916.0,0.0,0.0,7401.0,0.0,0.0,0.0,1214.0,0.0,0,1030,0
9,216.0,0.0,0.0,4655.0,0.0,0.0,0.0,325.0,0.0,0,275,4000
10,390.0,0.0,0.0,6667.0,0.0,0.0,0.0,892.0,0.0,0,470,0
11,1102.0,0.0,0.0,21693.0,0.0,0.0,0.0,5752.0,0.0,0,1350,0
12,744.0,0.0,0.0,14947.0,0.0,0.0,0.0,4229.0,0.0,0,1260,0
16,875.0,0.0,0.0,10651.0,0.0,0.0,0.0,812.0,0.0,0,1230,18400
13,544.0,544.0,0.0,6322.0,6102.0,220.0,0.0,598.0,598.0,0,4855,31000
14,868.0,868.0,0.0,11544.0,7363.0,4181.0,204.0,1122.0,1122.0,0,1760,24200
15,1426.0,1390.0,36.0,12603.0,6639.0,5964.0,745.0,3295.0,3295.0,0,1530,0
101,889.0,0.0,0.0,6683.0,0.0,0.0,0.0,1958.0,0.0,0,1160,0
102,569.0,0.0,0.0,4038.0,0.0,0.0,0.0,646.0,0.0,0,345,0
103,291.0,0.0,0.0,5583.0,0.0,0.0,0.0,123.0,0.0,0,240,0
1,177.0,0.0,0.0,1387.0,0.0,0.0,0.0,168.0,0.0,0,263,1700
3,944.0,0.0,0.0,6452.0,0.0,0.0,0.0,2950.0,0.0,0,41037,1741
4,1847.0,0.0,0.0,11149.0,0.0,0.0,0.0,1925.0,0.0,0,11082,1800
5,294.0,0.0,0.0,2757.0,0.0,0.0,0.0,123.0,0.0,0,230,300
7,153.0,0.0,0.0,1416.0,0.0,0.0,0.0,137.0,0.0,0,313,0
8,1180.0,0.0,0.0,5475.0,0.0,0.0,0.0,2630.0,0.0,0,1383,18290
9,666.0,0.0,0.0,3224.0,0.0,0.0,0.0,100.0,0.0,0,81,600
10,1080.0,0.0,0.0,13834.0,0.0,0.0,0.0,3405.0,0.0,0,1003,2454
11,903.0,0.0,0.0,1397.0,0.0,0.0,0.0,188.0,0.0,0,1401,1100
12,1077.0,0.0,0.0,6429.0,0.0,0.0,0.0,2779.0,0.0,0,12244,5238
13,970.0,420.0,550.0,20961.0,16171.0,4790.0,180.0,1295.0,1295.0,0,940,3296
14,1061.0,538.0,523.0,10237.0,5805.0,4432.0,400.0,1272.0,1022.0,250,671,9351
15,914.0,846.0,68.0,6105.0,4123.0,1982.0,300.0,1145.0,1145.0,0,875,2900
16,701.0,0.0,0.0,6289.0,0.0,0.0,0.0,1467.0,0.0,0,1336,15400
18,890.0,0.0,0.0,4210.0,0.0,0.0,0.0,950.0,0.0,0,22043,764
101,1365.0,0.0,0.0,8149.0,0.0,0.0,0.0,2284.0,0.0,0,1503,4300
102,774.0,0.0,0.0,5404.0,0.0,0.0,0.0,1635.0,0.0,0,793,0
103,607.0,0.0,0.0,5559.0,0.0,0.0,0.0,1040.0,0.0,0,794,2600
1,1450.0,0.0,0.0,9767.5,0.0,0.0,0.0,7748.0,0.0,0,4626,8000
2,956.0,0.0,0.0,4557.0,0.0,0.0,0.0,1643.0,0.0,0,1545,792
3,663.0,0.0,0.0,6699.0,0.0,0.0,0.0,3830.0,0.0,0,19761,5860
4,930.0,0.0,0.0,5383.0,0.0,0.0,0.0,1340.0,0.0,0,838,0
5,1102.0,0.0,0.0,6600.0,0.0,0.0,0.0,2110.0,0.0,0,1098,120
7,1141.0,0.0,0.0,11972.0,0.0,0.0,0.0,3630.0,0.0,0,1385,0
9,855.0,0.0,0.0,7986.4,0.0,0.0,0.0,3635.0,0.0,0,1700,10000
10,606.0,0.0,0.0,10597.8,0.0,0.0,0.0,2490.0,0.0,0,1429,3000
11,822.0,0.0,0.0,5505.0,0.0,0.0,0.0,1240.0,0.0,0,21778,10330
12,1154.0,0.0,0.0,3874.0,0.0,0.0,0.0,1371.0,0.0,0,912,2000
13,1093.0,0.0,0.0,4980.0,0.0,0.0,0.0,1852.0,0.0,0,1254,0
14,663.0,0.0,0.0,5366.0,0.0,0.0,0.0,2160.0,0.0,0,1524,3390
15,765.0,0.0,0.0,19153.0,0.0,0.0,0.0,6880.0,0.0,0,1645,2720
18,1087.0,0.0,0.0,17213.0,0.0,0.0,0.0,3294.0,0.0,0,910,480
19,407.0,0.0,0.0,3544.0,0.0,0.0,0.0,460.0,0.0,0,1074,0
1,529.0,0.0,0.0,4686.0,0.0,0.0,0.0,671.0,0.0,0,399,1214
3,952.0,0.0,0.0,6727.0,0.0,0.0,0.0,2260.0,0.0,0,2224,21000
4,651.0,0.0,0.0,5144.0,0.0,0.0,0.0,275.0,0.0,0,563,156
6,646.0,0.0,0.0,2548.0,0.0,0.0,0.0,367.0,0.0,0,360,0
7,904.0,0.0,0.0,5600.0,0.0,0.0,0.0,3740.0,0.0,0,1248,9000
5,175.0,0.0,0.0,1780.0,0.0,0.0,0.0,135.0,0.0,0,175,0
8,1170.0,0.0,0.0,5512.0,0.0,0.0,0.0,3090.0,0.0,0,1375,0
9,820.0,0.0,0.0,5205.0,0.0,0.0,0.0,3885.0,0.0,0,14318,1080
10,1153.0,0.0,0.0,13344.0,0.0,0.0,0.0,4990.0,0.0,0,12622,6190
11,1270.0,0.0,0.0,5530.0,0.0,0.0,0.0,2198.0,0.0,0,2605,5200
12,640.0,0.0,0.0,6231.0,0.0,0.0,0.0,1515.0,0.0,0,671,7000
18,870.0,0.0,0.0,13029.0,0.0,0.0,0.0,2925.0,0.0,0,1373,468
13,967.0,637.0,330.0,5991.0,3385.0,2606.0,280.0,620.0,620.0,0,878,5500
14,1804.0,1154.0,650.0,11407.0,4557.0,6850.0,320.0,2665.0,2665.0,0,1158,0
15,783.0,448.0,335.0,10481.0,5423.0,5058.0,280.0,1385.0,1385.0,0,468,1700
101,2433.0,0.0,0.0,14875.0,0.0,0.0,0.0,4160.0,0.0,0,1462,11650
102,1230.0,0.0,0.0,10185.5,0.0,0.0,0.0,3241.0,0.0,0,1302,16600
105,798.0,0.0,0.0,12359.2,0.0,0.0,0.0,2626.0,0.0,0,1187,29000
1,1856.0,0.0,0.0,12158.0,0.0,0.0,0.0,13720.0,0.0,0,104202,53800
2,884.0,0.0,0.0,12211.0,0.0,0.0,0.0,1158.0,0.0,0,1062,1312
3,485.0,0.0,0.0,7545.0,0.0,0.0,0.0,1189.0,0.0,0,948,7720
4,1373.0,0.0,0.0,7016.0,0.0,0.0,0.0,2900.0,0.0,0,1547,11020
5,1566.0,0.0,0.0,13345.0,0.0,0.0,0.0,2935.0,0.0,0,1432,9640
6,849.0,0.0,0.0,10355.0,0.0,0.0,0.0,1425.0,0.0,0,1456,0
7,419.0,0.0,0.0,1532.0,0.0,0.0,0.0,273.0,0.0,0,253,0
8,444.0,0.0,0.0,7033.0,0.0,0.0,0.0,1645.0,0.0,0,6467,5900
9,1423.0,0.0,0.0,4435.0,0.0,0.0,0.0,1438.0,0.0,0,3400,10000
18,1312.0,0.0,0.0,7352.0,0.0,0.0,0.0,3125.0,0.0,0,2889,55800
11,377.0,0.0,0.0,3501.0,0.0,0.0,0.0,372.0,0.0,0,342,10000
12,915.0,0.0,0.0,5106.0,0.0,0.0,0.0,724.0,0.0,0,2357,12700
13,948.0,633.0,315.0,8469.0,5298.0,3171.0,240.0,2235.0,2235.0,0,2090,390
14,1100.0,840.0,260.0,13233.0,9089.0,4144.0,200.0,928.0,928.0,0,1210,480
15,1919.0,1270.0,649.0,15621.0,8485.0,7136.0,220.0,2970.0,2970.0,0,11478,2480
101,371.0,0.0,0.0,3182.0,0.0,0.0,0.0,252.0,0.0,0,1346,800
102,1404.0,0.0,0.0,22343.0,0.0,0.0,0.0,5630.0,0.0,0,3515,0
103,975.0,0.0,0.0,4461.0,0.0,0.0,0.0,1825.0,0.0,0,1809,0
1,876.0,0.0,0.0,7644.0,0.0,0.0,0.0,443.0,0.0,0,567,250
2,3785.0,0.0,0.0,23027.0,0.0,0.0,0.0,5778.0,0.0,0,573,89396
3,1117.0,0.0,0.0,18915.0,0.0,0.0,0.0,2223.0,0.0,0,10189,1675
4,489.0,0.0,0.0,7829.0,0.0,0.0,0.0,611.0,0.0,0,471,826
5,789.0,0.0,0.0,9592.0,0.0,0.0,0.0,738.0,0.0,0,568,364
6,721.0,0.0,0.0,8042.0,0.0,0.0,0.0,1592.0,0.0,0,717,8250
7,545.0,0.0,0.0,8683.0,0.0,0.0,0.0,1061.0,0.0,0,4861,1250
8,683.0,0.0,0.0,5621.0,0.0,0.0,0.0,743.0,0.0,0,734,840
9,815.0,0.0,0.0,12363.0,0.0,0.0,0.0,2212.0,0.0,0,1418,7138
11,907.0,0.0,0.0,4992.0,0.0,0.0,0.0,338.0,0.0,0,485,560
12,386.0,0.0,0.0,4000.0,0.0,0.0,0.0,320.0,0.0,0,387,830
17,545.0,0.0,0.0,14003.0,0.0,0.0,0.0,825.0,0.0,0,769,1237
13,845.0,845.0,0.0,10729.0,10507.0,222.0,0.0,708.0,708.0,0,1849,3187
14,1822.0,1388.0,434.0,16234.0,16161.0,73.0,0.0,3600.0,3600.0,0,16724,2600
15,1601.0,1236.0,365.0,21410.0,21010.0,400.0,0.0,4153.0,4153.0,0,1594,7984
101,824.0,0.0,0.0,9804.0,0.0,0.0,0.0,2537.0,0.0,0,1362,1200
102,345.0,0.0,0.0,14240.0,0.0,0.0,0.0,575.0,0.0,0,554,800
103,282.0,0.0,0.0,5203.0,0.0,0.0,0.0,394.0,0.0,0,509,560
1,738.0,0.0,0.0,4385.5,0.0,0.0,0.0,1327.0,0.0,0,582,0
2,1205.0,0.0,0.0,7708.0,0.0,0.0,0.0,2375.0,0.0,0,766,0
3,1294.0,0.0,0.0,8682.0,0.0,0.0,0.0,1290.0,0.0,0,682,0
4,1373.0,0.0,0.0,9617.0,0.0,0.0,0.0,1285.0,0.0,0,1185,0
5,956.0,0.0,0.0,8113.0,0.0,0.0,0.0,1556.0,0.0,0,380,52
8,1416.0,0.0,0.0,5826.0,0.0,0.0,0.0,1845.0,0.0,0,1540,0
6,1167.0,0.0,0.0,8304.0,0.0,0.0,0.0,1167.0,0.0,0,1150,780
7,1048.0,0.0,0.0,9752.0,0.0,0.0,0.0,1900.0,0.0,0,407,0
10,1596.0,0.0,0.0,7670.0,0.0,0.0,0.0,3595.0,0.0,0,868,23800
11,627.0,0.0,0.0,4235.9,0.0,0.0,0.0,1057.0,0.0,0,397,1225
12,2085.0,0.0,0.0,20058.5,0.0,0.0,0.0,7594.0,0.0,0,2050,43200
18,1379.0,0.0,0.0,16747.0,0.0,0.0,0.0,3566.0,0.0,0,998,0
13,390.0,243.0,147.0,4602.0,3088.0,1514.0,150.0,208.0,70.0,138,100,0
14,1029.0,745.0,284.0,8341.0,4484.0,3857.0,300.5,1495.0,1445.0,50,830,11440
15,912.0,634.0,278.0,18568.0,15717.0,2851.0,320.5,1385.0,1385.0,0,655,12040
101,931.0,0.0,0.0,7995.0,0.0,0.0,0.0,2409.0,0.0,0,447,0
102,469.0,0.0,0.0,3785.0,0.0,0.0,0.0,674.0,0.0,0,573,0
103,831.0,0.0,0.0,9092.0,0.0,0.0,0.0,4317.0,0.0,0,1088,0
1,714.0,0.0,0.0,7027.6,0.0,0.0,0.0,1649.0,0.0,0,467,0
2,450.0,0.0,0.0,3755.0,0.0,0.0,0.0,442.0,0.0,0,525,0
3,1493.0,0.0,0.0,7981.0,0.0,0.0,0.0,2055.0,0.0,0,620,702
4,1190.0,0.0,0.0,9926.0,0.0,0.0,0.0,1952.0,0.0,0,595,250
5,677.0,0.0,0.0,3652.6,0.0,0.0,0.0,1010.0,0.0,0,337,644
6,897.0,0.0,0.0,8771.0,0.0,0.0,0.0,1443.0,0.0,0,620,720
7,298.0,0.0,0.0,3260.2,0.0,0.0,0.0,243.0,0.0,0,195,0
8,1653.0,0.0,0.0,10596.0,0.0,0.0,0.0,4268.0,0.0,0,1057,624
10,1509.0,0.0,0.0,10072.5,0.0,0.0,0.0,2741.0,0.0,0,912,2590
12,1238.0,0.0,0.0,7285.5,0.0,0.0,0.0,1981.0,0.0,0,741,0
16,1175.0,0.0,0.0,7487.0,0.0,0.0,0.0,2375.0,0.0,0,983,390
18,765.0,0.0,0.0,5374.4,0.0,0.0,0.0,1580.0,0.0,0,642,546
13,1527.0,1255.5,271.5,11113.5,6367.5,4746.0,350.0,785.0,655.0,130,580,16500
14,451.0,335.0,116.0,4002.1,2246.1,1756.0,350.0,787.0,787.0,0,475,0
15,519.0,519.0,0.0,7421.5,5123.5,2298.0,270.0,456.0,456.0,0,3505,0
101,417.0,0.0,0.0,3204.0,0.0,0.0,0.0,393.0,0.0,0,418,0
102,618.0,0.0,0.0,2272.0,0.0,0.0,0.0,1520.0,0.0,0,307,702
103,715.0,0.0,0.0,5553.5,0.0,0.0,0.0,735.0,0.0,0,1127,0
1,485.0,0.0,0.0,2182.0,0.0,0.0,0.0,120.0,0.0,0,227,0
2,922.0,0.0,0.0,5532.0,0.0,0.0,0.0,2695.0,0.0,0,525,290
4,1437.0,0.0,0.0,8822.0,0.0,0.0,0.0,3647.0,0.0,0,1000,1750
7,539.0,0.0,0.0,3727.0,0.0,0.0,0.0,1160.0,0.0,0,320,390
8,929.0,0.0,0.0,5636.0,0.0,0.0,0.0,1723.0,0.0,0,625,0
9,2568.0,0.0,0.0,10012.0,0.0,0.0,0.0,7063.0,0.0,0,1135,59500
10,776.0,0.0,0.0,2918.0,0.0,0.0,0.0,754.0,0.0,0,335,0
11,1202.0,0.0,0.0,4733.0,0.0,0.0,0.0,746.0,0.0,0,572,0
16,1128.0,0.0,0.0,5210.0,0.0,0.0,0.0,2427.0,0.0,0,200,0
17,1267.0,0.0,0.0,3712.0,0.0,0.0,0.0,1902.0,0.0,0,1090,49100
18,1220.0,0.0,0.0,6643.0,0.0,0.0,0.0,2459.0,0.0,0,988,0
21,724.0,0.0,0.0,5411.0,0.0,0.0,0.0,1980.0,0.0,0,791,841
13,494.0,394.0,100.0,3313.0,2116.0,1197.0,400.0,850.0,790.0,60,395,0
15,1849.0,1425.0,424.0,8166.0,6509.0,1657.0,0.0,705.0,605.0,100,595,15500
19,1436.0,1064.0,372.0,12724.0,6749.0,5975.0,290.0,3645.0,3645.0,0,1295,0
101,895.0,0.0,0.0,12644.0,0.0,0.0,0.0,1652.0,0.0,0,1407,0
102,1308.0,0.0,0.0,8603.0,0.0,0.0,0.0,3597.0,0.0,0,1001,0
103,615.0,0.0,0.0,4003.0,0.0,0.0,0.0,766.0,0.0,0,475,0
1,1420.0,0.0,0.0,7400.0,0.0,0.0,0.0,5903.0,0.0,0,2285,0
2,472.0,0.0,0.0,6458.0,0.0,0.0,0.0,336.0,0.0,0,410,0
3,1691.0,0.0,0.0,10082.0,0.0,0.0,0.0,2150.0,0.0,0,565,0
4,1709.0,0.0,0.0,10450.0,0.0,0.0,0.0,2480.0,0.0,0,545,546
5,1437.0,0.0,0.0,8010.0,0.0,0.0,0.0,1944.0,0.0,0,640,0
6,333.0,0.0,0.0,3219.0,0.0,0.0,0.0,152.0,0.0,0,310,0
7,861.0,0.0,0.0,13533.0,0.0,0.0,0.0,2614.0,0.0,0,957,2478
9,756.0,0.0,0.0,6527.0,0.0,0.0,0.0,1570.0,0.0,0,930,192
10,1048.0,0.0,0.0,8448.0,0.0,0.0,0.0,2387.0,0.0,0,1242,0
11,509.0,0.0,0.0,3017.0,0.0,0.0,0.0,684.0,0.0,0,467,0
12,734.0,0.0,0.0,9226.0,0.0,0.0,0.0,1217.0,0.0,0,890,0
13,982.0,93.0,889.0,4813.0,2312.0,2501.0,300.0,144.0,29.0,115,277,1800
14,359.0,105.0,254.0,2040.0,1780.0,260.0,150.0,235.0,135.0,100,150,0
15,499.0,336.0,163.0,3586.0,2280.0,1306.0,190.0,177.0,127.0,50,827,0
8,827.0,0.0,0.0,6681.0,0.0,0.0,0.0,1849.0,0.0,0,609,0
101,931.0,0.0,0.0,8234.0,0.0,0.0,0.0,1709.0,0.0,0,723,0
102,1154.0,0.0,0.0,4688.2,0.0,0.0,0.0,1595.0,0.0,0,670,0
103,1604.0,0.0,0.0,9658.0,0.0,0.0,0.0,3673.0,0.0,0,1037,0
1,879.0,0.0,0.0,19631.0,0.0,0.0,0.0,959.0,0.0,0,718,0
2,1345.0,0.0,0.0,7170.0,0.0,0.0,0.0,1975.0,0.0,0,678,144
3,2299.0,0.0,0.0,7331.0,0.0,0.0,0.0,2515.0,0.0,0,735,50000
4,1258.0,0.0,0.0,8290.0,0.0,0.0,0.0,1745.0,0.0,0,560,700
6,1449.0,0.0,0.0,6243.0,0.0,0.0,0.0,1476.0,0.0,0,608,180
7,1278.0,0.0,0.0,4176.0,0.0,0.0,0.0,1409.0,0.0,0,337,0
10,1831.0,0.0,0.0,11318.0,0.0,0.0,0.0,2515.0,0.0,0,1825,3600
11,1644.0,0.0,0.0,8535.0,0.0,0.0,0.0,1867.0,0.0,0,635,1225
12,1391.0,0.0,0.0,17338.0,0.0,0.0,0.0,2930.0,0.0,0,1250,0
17,1149.0,0.0,0.0,5876.0,0.0,0.0,0.0,1930.0,0.0,0,1275,0
16,494.0,0.0,0.0,14682.0,0.0,0.0,0.0,747.0,0.0,0,727,0
5,1549.0,0.0,0.0,33103.0,0.0,0.0,0.0,9457.0,0.0,0,1915,2700
14,1006.0,1006.0,0.0,23528.0,23528.0,0.0,0.0,3815.0,3815.0,0,1172,0
15,1370.0,1370.0,0.0,7430.0,5316.0,2114.0,279.0,910.0,910.0,0,450,0
19,842.0,487.0,355.0,6024.0,3518.0,2506.0,250.0,1193.0,993.0,200,813,0
101,1752.0,0.0,0.0,8329.0,0.0,0.0,0.0,1829.0,0.0,0,582,0
102,1181.0,0.0,0.0,4579.5,0.0,0.0,0.0,1545.0,0.0,0,791,0
103,628.0,0.0,0.0,5418.0,0.0,0.0,0.0,628.0,0.0,0,380,0
1,1648.0,0.0,0.0,6913.0,0.0,0.0,0.0,3875.0,0.0,0,1543,360
2,1050.0,0.0,0.0,7556.0,0.0,0.0,0.0,2570.0,0.0,0,1784,900
3,1052.0,0.0,0.0,4427.0,0.0,0.0,0.0,1266.0,0.0,0,1026,500
4,1277.0,0.0,0.0,8995.0,0.0,0.0,0.0,2749.0,0.0,0,1563,3000
5,1807.0,0.0,0.0,7942.0,0.0,0.0,0.0,3230.0,0.0,0,3123,0
6,796.0,0.0,0.0,2165.0,0.0,0.0,0.0,415.0,0.0,0,1556,0
8,703.0,0.0,0.0,2229.0,0.0,0.0,0.0,910.0,0.0,0,1166,1000
9,1211.0,0.0,0.0,4061.0,0.0,0.0,0.0,1574.0,0.0,0,1397,800
10,918.0,0.0,0.0,3546.0,0.0,0.0,0.0,1530.0,0.0,0,905,2000
14,1230.0,0.0,0.0,11064.0,0.0,0.0,0.0,2055.0,0.0,0,653,0
15,1605.0,0.0,0.0,4916.0,0.0,0.0,0.0,2925.0,0.0,0,1876,4800
16,1840.0,0.0,0.0,15246.0,0.0,0.0,0.0,3555.0,0.0,0,1827,0
17,1255.0,0.0,0.0,9399.0,0.0,0.0,0.0,3005.0,0.0,0,2087,0
18,1564.0,0.0,0.0,10020.0,0.0,0.0,0.0,3145.0,0.0,0,1382,360
20,1360.0,0.0,0.0,10613.0,0.0,0.0,0.0,2565.0,0.0,0,1241,1150
16,1350.0,0.0,0.0,2903.0,0.0,0.0,0.0,1075.0,0.0,0,3200,1390
9,1100.0,0.0,0.0,4024.0,0.0,0.0,0.0,1415.0,0.0,0,930,0
2,1552.0,0.0,0.0,10328.0,0.0,0.0,0.0,1711.0,0.0,0,1086,0
4,1319.0,0.0,0.0,6708.0,0.0,0.0,0.0,1276.0,0.0,0,1095,4752
5,580.0,0.0,0.0,2504.0,0.0,0.0,0.0,290.0,0.0,0,1133,0
7,1418.0,0.0,0.0,4147.0,0.0,0.0,0.0,2740.0,0.0,0,3585,12000
8,426.0,0.0,0.0,2614.0,0.0,0.0,0.0,560.0,0.0,0,945,0
10,591.0,0.0,0.0,2348.0,0.0,0.0,0.0,595.0,0.0,0,5310,0
11,2008.0,0.0,0.0,11852.0,0.0,0.0,0.0,2755.0,0.0,0,3019,0
12,1510.0,0.0,0.0,5872.0,0.0,0.0,0.0,9573.0,0.0,0,522,0
17,1650.0,0.0,0.0,8745.0,0.0,0.0,0.0,1090.0,0.0,0,452,0
18,2331.0,0.0,0.0,16317.0,0.0,0.0,0.0,6635.0,0.0,0,3541,380
13,1330.0,1330.0,0.0,7933.0,3803.0,4130.0,0.0,4415.0,4415.0,0,1075,0
14,2085.0,1595.0,490.0,5254.0,2704.0,2550.0,320.0,1080.0,1080.0,0,2864,4500
15,757.0,657.0,100.0,4998.0,2964.0,2034.0,140.0,385.0,385.0,0,3210,0
101,1574.0,0.0,0.0,29291.0,0.0,0.0,0.0,1980.0,0.0,0,536,2136
102,1468.0,0.0,0.0,3370.0,0.0,0.0,0.0,1050.0,0.0,0,3095,0
103,1450.0,0.0,0.0,6861.0,0.0,0.0,0.0,850.0,0.0,0,2498,0
1,1618.0,0.0,0.0,7542.5,0.0,0.0,0.0,1652.0,0.0,0,2090,3384
3,1268.0,0.0,0.0,6021.4,0.0,0.0,0.0,1194.0,0.0,0,958,2668
4,1288.0,0.0,0.0,6357.0,0.0,0.0,0.0,920.0,0.0,0,616,432
5,1444.0,0.0,0.0,6779.0,0.0,0.0,0.0,1592.0,0.0,0,752,0
6,767.0,0.0,0.0,5083.0,0.0,0.0,0.0,1010.0,0.0,0,674,0
7,882.0,0.0,0.0,4742.0,0.0,0.0,0.0,1084.0,0.0,0,767,0
8,1276.0,0.0,0.0,8028.0,0.0,0.0,0.0,1825.0,0.0,0,3115,0
9,555.0,0.0,0.0,2463.0,0.0,0.0,0.0,275.0,0.0,0,332,0
10,2023.0,0.0,0.0,9067.0,0.0,0.0,0.0,1585.0,0.0,0,525,624
11,1544.0,0.0,0.0,12483.0,0.0,0.0,0.0,2420.0,0.0,0,684,0
16,1470.0,0.0,0.0,8724.0,0.0,0.0,0.0,1145.0,0.0,0,2225,0
17,1624.0,0.0,0.0,7476.0,0.0,0.0,0.0,1105.0,0.0,0,2172,0
13,1634.0,1634.0,0.0,13389.0,11069.0,2320.0,0.0,790.0,790.0,0,380,0
14,3129.0,2367.0,762.0,3788.0,2128.0,1660.0,0.0,1540.0,1540.0,0,12663,0
15,1570.0,1210.0,360.0,9064.0,3329.0,5735.0,600.0,840.0,840.0,0,2948,0
101,1430.0,0.0,0.0,5513.0,0.0,0.0,0.0,1284.0,0.0,0,3822,1200
103,366.0,0.0,0.0,2446.0,0.0,0.0,0.0,9.0,0.0,0,450,0
104,885.0,0.0,0.0,3745.0,0.0,0.0,0.0,413.0,0.0,0,560,0
1,1609.0,0.0,0.0,19765.0,0.0,0.0,0.0,4906.0,0.0,0,1560,3300
3,1191.0,0.0,0.0,26610.0,0.0,0.0,0.0,4907.0,0.0,0,1925,0
16,1088.0,0.0,0.0,9943.0,0.0,0.0,0.0,1035.0,0.0,0,356,0
